"","sum.w","X.Intercept.","perc_log_vac","perc_maison","perc_tiny_log","dens_pop","med_niveau_vis","part_log_suroccup","part_agri_nb_emploi","part_cadre_profintellec_nbemploi","X.Intercept._se","perc_log_vac_se","perc_maison_se","perc_tiny_log_se","dens_pop_se","med_niveau_vis_se","part_log_suroccup_se","part_agri_nb_emploi_se","part_cadre_profintellec_nbemploi_se","gwr.e","pred","pred.se","localR2","X.Intercept._se_EDF","perc_log_vac_se_EDF","perc_maison_se_EDF","perc_tiny_log_se_EDF","dens_pop_se_EDF","med_niveau_vis_se_EDF","part_log_suroccup_se_EDF","part_agri_nb_emploi_se_EDF","part_cadre_profintellec_nbemploi_se_EDF","pred.se.1","coord.x","coord.y"
"545",176.187016639221,1574.2383419139,-294.05257220462,-157.698200907948,-326.651651454899,120.133847906246,280.334033397603,374.501083052276,22.406425328566,112.580334266606,20.4905299153262,22.7055488195569,31.7265336775457,45.8973419150548,21.9325847458782,18.3133495836153,47.9494387013532,22.8325522168618,35.0249883545488,-245.325008162546,1745.32500816255,45.6127672936098,0.83799358624798,20.768961755356,23.0140790412173,32.1576439116934,46.5210096003072,22.230611685769,18.5621972045771,48.6009909306603,23.1428082010939,35.5009190403279,46.2325680883619,835910.40778147,6582772.59259532
"546",172.935176570707,1552.46780714749,-239.996251688275,-207.765151174764,-424.823503269986,191.759747828493,286.366334901274,413.196275290643,15.9128291739001,93.1992925126379,18.7234552718144,21.8644694466548,32.0107897000938,48.7171104967617,17.7065495659705,17.9153698021276,49.1194373756445,21.4964717471986,32.5260146804505,-221.976287452119,881.976287452118,30.2974826120668,0.848273868580794,18.9778755393522,22.1615708141872,32.4457624955185,49.3790940946775,17.947151795225,18.158809547192,49.7868879192002,21.7885726449038,32.9679885168392,30.7091744456508,772226.256351186,6616952.87613745
"547",137.137794092919,1411.59206093571,-251.206639386694,-59.4857794454062,-145.38223261231,34.0248041039688,287.919909248852,364.873127505361,-9.07913122822866,18.1483876515787,25.5285293429799,31.7541363988576,49.8781282951347,72.0974848595937,41.495223504056,23.3374631213302,70.1100400309543,36.7529277000942,37.800823239343,-17.1686108751058,1117.16861087511,50.9607239168799,0.815416809855545,25.8754191221898,32.185621707565,50.5558881722997,73.0771684233635,42.059073803703,23.6545799955814,71.0627175620406,37.2523381754848,38.3144728527334,51.6531944478062,968023.941679775,6830509.62602294
"548",167.315651233557,1441.4009460298,-264.230755100926,-66.4259800764202,-219.820126351452,134.868818404484,280.018451598663,395.602137741517,-14.9054537093228,9.33376462917571,20.7311153333639,26.0134529402912,35.5214414598142,52.4075039777139,24.6950406974579,18.2457244084405,50.9930048284651,29.1662352033893,32.0041161828342,-28.2010950754464,638.201095075447,50.9694327102971,0.841116285993626,21.0128163246019,26.3669320156311,36.0041181083458,53.1196338164337,25.0306047677585,18.4936531170055,51.685914002689,29.5625552872514,32.4389982963831,51.6620215790793,896566.291838599,6753378.16267034
"549",96.3369204864642,1639.44163551745,-413.433807206589,-46.897486569245,14.4163379559846,-54.8518543195562,253.584583378011,294.021688071157,-5.70395214906786,27.4937869967027,25.4990115125255,31.9988756701116,36.9650147374618,55.9646787451163,44.2500350806436,20.2102181470752,48.9801717342039,33.7960544498476,42.5651596395709,-182.523133610156,2312.52313361016,93.3113527987855,0.817557095576922,25.8455001940634,32.4336865739063,37.4673071189967,56.7251446063738,44.8513186365008,20.4848410216102,49.6457298919131,34.2552859907157,43.1435485718524,94.5792971498002,1003898.79005398,6471304.24442342
"550",90.7725458748639,1666.46388877738,-205.003063066761,-51.338693037701,-320.435989610348,4.80970520763325,339.139075439158,574.83930846732,-97.2073705504052,-39.9050362244872,27.3566104660007,33.0370172422659,49.0117414059127,60.4627078760555,58.4940863487495,37.9553715331163,62.7146705197516,24.3290677132266,42.2227380966575,-413.581212179714,1603.58121217971,61.0311940057091,0.796429332865878,27.7283407931568,33.4859347440519,49.6777285423657,61.284294388297,59.2889226053152,38.4711211978956,63.5668574169102,24.6596588261746,42.7964740960645,61.8605052883576,682141.759853011,6200411.4146875
"551",160.598366510551,1580.83798426532,-215.566075814304,-219.704065265682,-196.800389281083,309.987017701832,307.824359448375,193.115068213913,16.1880090520251,-21.5363234946391,21.8452234228415,23.3256396468687,46.7836895223018,53.1235297306761,17.5070280949705,28.6151088848073,51.4066741872955,27.8782051449666,35.3355563746701,11.9939929684863,928.006007031514,36.3531075097052,0.891524198417001,22.1420632692787,23.6425958599871,47.4194011808536,53.8453891551474,17.7449191629945,29.0039400888989,52.1052044323857,28.257023066578,35.8157071575211,36.8470851011367,512346.914343173,6743597.60396958
"552",165.70494686307,1607.7154680837,-209.516659899181,-229.044028632298,-458.118213285437,116.728440035181,337.907169272655,464.265923173183,-23.5968498042317,53.0837432930678,18.1170492352181,21.4079550171231,34.3876521188746,46.6927330929488,20.506296923559,20.8449488306016,46.6469769521203,19.351788396611,32.7342908191625,-32.0238084143684,1172.02380841437,30.5258115993535,0.816292020071676,18.3632294645883,21.6988531213363,34.8549224771,47.3272088065986,20.7849430107133,21.1281966276188,47.2808309167702,19.6147466545674,33.179094777992,30.9406060398649,716449.861622935,6486703.04673328
"553",156.498421426827,1666.85619395148,-320.187457523001,-51.8813154805321,-133.461912357763,-12.4536747745784,289.902756145647,359.838584122489,-26.5265318507567,61.5916880482932,21.7698571849877,25.3646368444304,31.8038501752074,48.7999546321512,32.6139935846772,18.9280561612128,43.4294592780718,23.7322467214893,39.2307386265581,102.060719587134,1627.93928041287,25.9082021425363,0.821164237989616,22.0656729310055,25.7092996002238,32.2360110105254,49.4630639425374,33.057162906409,19.1852566107342,44.0195925888384,24.0547280409091,39.7638183851909,26.2602510365483,886105.654900696,6455000.25382674
"554",149.524410360653,1543.6605373821,-178.479825053088,-210.223017697619,-151.556266878453,256.075099490574,382.859863307559,204.544721680288,-29.0138680030599,-113.494610645118,23.7143275065369,29.7412842026322,49.8518905758715,59.9381922396205,21.3104403236827,28.0872035071123,54.9798193920694,32.3957625897452,38.0228996448901,-339.6507088506,2079.6507088506,51.5128449822667,0.886248172601354,24.0365653339625,30.1454182352613,50.529293926559,60.7526514665073,21.6000133672149,28.4688613649663,55.7269026710816,32.8359665192826,38.5395669031379,52.2128179098997,570867.894794708,6939552.26576383
